huspacy == emagyar,huspacy,emagyar
True,|évben|,|évben|
True,|a|,|a|
True,|családok|,|családok|
True,|sorsa|,|sorsa|
True,"|,|","|,|"
True,|mit|,|mit|
True,|várhatnak|,|várhatnak|
True,"|,|","|,|"
True,|milyen|,|milyen|
True,|támogatásokat|,|támogatásokat|
True,|a|,|a|
True,|kormányzattól|,|kormányzattól|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|nagyon|,|nagyon|
True,|sok|,|sok|
True,|olyan|,|olyan|
True,|támogatás|,|támogatás|
True,|érte|,|érte|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családokat|,|családokat|
True,"|,|","|,|"
True,|amely|,|amely|
True,"|,|","|,|"
True,|azt|,|azt|
True,|kell|,|kell|
True,|hogy|,|hogy|
True,|mondjam|,|mondjam|
True,"|,|","|,|"
True,|példaértékű|,|példaértékű|
True,"|,|","|,|"
True,|egész|,|egész|
True,|Európában|,|Európában|
True,|egyedülálló|,|egyedülálló|
True,|.|,|.|
True,|A|,|A|
True,|KDNP|,|KDNP|
True,|a|,|a|
True,|családok|,|családok|
True,|pártja|,|pártja|
True,"|,|","|,|"
True,|és|,|és|
True,|tudjuk|,|tudjuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|gyermekek|,|gyermekek|
True,|jelentik|,|jelentik|
True,|a|,|a|
True,|jövőnket|,|jövőnket|
True,"|,|","|,|"
True,|ezért|,|ezért|
True,|nagyon-nagyon|,|nagyon-nagyon|
True,|fontos|,|fontos|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|minden|,|minden|
True,|lehetőséget|,|lehetőséget|
True,|teremtsünk|,|teremtsünk|
True,|meg|,|meg|
True,|annak|,|annak|
True,|érdekében|,|érdekében|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családok|,|családok|
True,|méltó|,|méltó|
True,|és|,|és|
True,|kiszámítható|,|kiszámítható|
True,|jövőt|,|jövőt|
True,|kapjanak|,|kapjanak|
True,|a|,|a|
True,|kormányzattól|,|kormányzattól|
True,"|,|","|,|"
True,|és|,|és|
True,|a|,|a|
True,|támogatások|,|támogatások|
True,|ne|,|ne|
True,|szűküljenek|,|szűküljenek|
True,"|,|","|,|"
True,|hanem|,|hanem|
True,|bővüljenek|,|bővüljenek|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|tisztelettel|,|tisztelettel|
True,|kérdezem|,|kérdezem|
True,|államtitkár|,|államtitkár|
True,|asszonyt|,|asszonyt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|milyen|,|milyen|
True,|konkrét|,|konkrét|
True,|tervei|,|tervei|
True,|vannak|,|vannak|
True,|a|,|a|
True,|kormányzatnak|,|kormányzatnak|
True,|a|,|a|
True,|családtámogatási|,|családtámogatási|
True,|rendszer|,|rendszer|
True,|megerősítésére|,|megerősítésére|
True,|és|,|és|
True,|folytatására|,|folytatására|
True,|.|,|.|
True,|Válaszát|,|Válaszát|
True,|előre|,|előre|
True,|is|,|is|
True,|köszönöm|,|köszönöm|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypárti|,|kormánypárti|
False,|oldalon|,|oldalon.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|Simicskó|,|Simicskó|
True,|István|,|István|
True,|frakcióvezető|,|frakcióvezető|
True,|úr|,|úr|
True,|.|,|.|
True,|Válaszadásra|,|Válaszadásra|
True,|megadom|,|megadom|
True,|a|,|a|
True,|szót|,|szót|
True,|Vitályos|,|Vitályos|
True,|Eszter|,|Eszter|
True,|államtitkár|,|államtitkár|
True,|asszonynak|,|asszonynak|
True,|.|,|.|
True,|(|,|(|
True,|Dr.|,|Dr.|
True,|Szűcs|,|Szűcs|
True,|Lajost|,|Lajost|
True,|a|,|a|
True,|jegyzői|,|jegyzői|
True,|székben|,|székben|
True,|dr.|,|dr.|
True,|Vinnai|,|Vinnai|
True,|Győző|,|Győző|
True,|váltja|,|váltja|
False,|fel|,|fel.|
huspacy,|.|,
True,|)|,|)|
True,|VITÁLYOS|,|VITÁLYOS|
True,|ESZTER|,|ESZTER|
True,|kulturális|,|kulturális|
True,|és|,|és|
True,|innovációs|,|innovációs|
True,|minisztériumi|,|minisztériumi|
True,|államtitkár|,|államtitkár|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|a|,|a|
True,|szót|,|szót|
True,"|,|","|,|"
True,|elnök|,|elnök|
True,|úr|,|úr|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Ház|,|Ház|
True,|!|,|!|
True,|Tisztelt|,|Tisztelt|
True,|Frakcióvezető|,|Frakcióvezető|
True,|Úr|,|Úr|
True,|!|,|!|
True,|Ahogy|,|Ahogy|
True,|a|,|a|
True,|régi|,|régi|
True,|mondás|,|mondás|
True,|tartja|,|tartja|
True,"|,|","|,|"
True,|induljunk|,|induljunk|
True,|a|,|a|
True,|kályhától|,|kályhától|
True,|!|,|!|
True,|Ez|,|Ez|
True,|a|,|a|
True,|kályha|,|kályha|
True,|a|,|a|
True,|mi|,|mi|
True,|felfogásunk|,|felfogásunk|
True,|szerint|,|szerint|
True,|az|,|az|
True,|otthon|,|otthon|
True,|melegét|,|melegét|
True,|és|,|és|
True,|a|,|a|
True,|családok|,|családok|
True,|békéjét|,|békéjét|
True,|jelenti|,|jelenti|
True,|.|,|.|
True,|Ezt|,|Ezt|
True,|kell|,|kell|
True,|biztosítanunk|,|biztosítanunk|
True,|Magyarországon|,|Magyarországon|
True,|a|,|a|
True,|családok|,|családok|
True,|megbecsülésével|,|megbecsülésével|
True,"|,|","|,|"
True,|a|,|a|
True,|kiadásaik|,|kiadásaik|
True,|csökkentésével|,|csökkentésével|
True,|.|,|.|
True,|Ez|,|Ez|
True,|békét|,|békét|
True,"|,|","|,|"
True,|biztonságot|,|biztonságot|
True,|és|,|és|
True,|tervezhetőséget|,|tervezhetőséget|
True,|eredményez|,|eredményez|
True,|.|,|.|
True,|A|,|A|
True,|2010-ben|,|2010-ben|
True,|végrehajtott|,|végrehajtott|
True,|családbarát|,|családbarát|
True,|fordulat|,|fordulat|
True,|óta|,|óta|
True,|évről|,|évről|
True,|évre|,|évre|
True,|azon|,|azon|
True,|dolgozunk|,|dolgozunk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|Magyarországon|,|Magyarországon|
True,|könnyebb|,|könnyebb|
True,|legyen|,|legyen|
True,|családot|,|családot|
True,|alapítani|,|alapítani|
True,"|,|","|,|"
True,|gyermeket|,|gyermeket|
True,|vállalni|,|vállalni|
True,"|,|","|,|"
True,|gyermeket|,|gyermeket|
True,|nevelni|,|nevelni|
True,|és|,|és|
True,|otthont|,|otthont|
True,|teremteni|,|teremteni|
True,|.|,|.|
True,|Az|,|Az|
True,|Alaptörvényünkben|,|Alaptörvényünkben|
True,|is|,|is|
True,|rögzítettük|,|rögzítettük|
True,|a|,|a|
True,|család|,|család|
True,"|,|","|,|"
True,|a|,|a|
True,|gyermek|,|gyermek|
True,|védelmét|,|védelmét|
True,"|,|","|,|"
True,|a|,|a|
True,|családtámogatások|,|családtámogatások|
True,|jelentős|,|jelentős|
True,|része|,|része|
True,|már|,|már|
True,|magzati|,|magzati|
True,|kortól|,|kortól|
True,|is|,|is|
True,|igényelhető|,|igényelhető|
True,|.|,|.|
True,|A|,|A|
True,|bevándorláspárti|,|bevándorláspárti|
True,|politikával|,|politikával|
True,|szemben|,|szemben|
True,|mi|,|mi|
True,|a|,|a|
True,|belső|,|belső|
True,|erőforrásokra|,|erőforrásokra|
True,|támaszkodva|,|támaszkodva|
True,|kívánjuk|,|kívánjuk|
True,|megfordítani|,|megfordítani|
True,|a|,|a|
True,|demográfiai|,|demográfiai|
True,|tendenciákat|,|tendenciákat|
True,|.|,|.|
True,|(|,|(|
True,|Hiszékeny|,|Hiszékeny|
True,|Dezsőt|,|Dezsőt|
True,|a|,|a|
True,|jegyzői|,|jegyzői|
True,|székben|,|székben|
True,|Szabó|,|Szabó|
True,|Sándor|,|Sándor|
True,|váltja|,|váltja|
False,|fel|,|fel.|
huspacy,|.|,
True,|)|,|)|
True,|Tisztelt|,|Tisztelt|
True,|Frakcióvezető|,|Frakcióvezető|
True,|Úr|,|Úr|
True,|!|,|!|
True,|A|,|A|
True,|tisztelt|,|tisztelt|
True,|Ház|,|Ház|
True,|előtt|,|előtt|
True,|fekvő|,|fekvő|
True,|költségvetés|,|költségvetés|
True,|alapján|,|alapján|
True,|látható|,|látható|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ígéretünket|,|ígéretünket|
True,|most|,|most|
True,|is|,|is|
True,|és|,|és|
True,|a|,|a|
True,|jövőben|,|jövőben|
True,|is|,|is|
True,|megtartjuk|,|megtartjuk|
True,"|,|","|,|"
True,|a|,|a|
True,|meglévő|,|meglévő|
True,|ellátásokból|,|ellátásokból|
True,|nem|,|nem|
True,|veszünk|,|veszünk|
True,|el|,|el|
True,"|,|","|,|"
True,|a|,|a|
True,|családokon|,|családokon|
True,|válság|,|válság|
True,|idején|,|idején|
True,|sem|,|sem|
True,|spórolunk|,|spórolunk|
True,|.|,|.|
True,|Ahogy|,|Ahogy|
True,|ön|,|ön|
True,|is|,|is|
True,|említette|,|említette|
True,"|,|","|,|"
True,|a|,|a|
True,|veszélyek|,|veszélyek|
True,|korát|,|korát|
True,|éljük|,|éljük|
True,"|,|","|,|"
True,|de|,|de|
True,|ezekből|,|ezekből|
True,|a|,|a|
True,|céljainkból|,|céljainkból|
True,|nem|,|nem|
True,|engedhetünk|,|engedhetünk|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|a|,|a|
True,|költségvetés|,|költségvetés|
True,|2023-ban|,|2023-ban|
True,|mintegy|,|mintegy|
True,|3225|,|3225|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|forrást|,|forrást|
True,|biztosít|,|biztosít|
True,|a|,|a|
True,|családok|,|családok|
True,|támogatására|,|támogatására|
True,"|,|","|,|"
True,|ez|,|ez|
True,|közel|,|közel|
True,|450|,|450|
True,|milliárd|,|milliárd|
True,|forinttal|,|forinttal|
True,|magasabb|,|magasabb|
True,"|,|","|,|"
True,|mint|,|mint|
True,|a|,|a|
True,|2022-es|,|2022-es|
True,|költségvetésben|,|költségvetésben|
True,|szereplő|,|szereplő|
True,|támogatások|,|támogatások|
True,|összege|,|összege|
True,"|,|","|,|"
True,|2010-hez|,|2010-hez|
True,|képest|,|képest|
True,|közel|,|közel|
True,|három|,|három|
True,|és|,|és|
True,|félszer|,|félszer|
True,|többet|,|többet|
True,|fordítunk|,|fordítunk|
True,|a|,|a|
True,|családokra|,|családokra|
True,|.|,|.|
True,|A|,|A|
True,|családokat|,|családokat|
True,|és|,|és|
True,|a|,|a|
True,|fiatalokat|,|fiatalokat|
True,|az|,|az|
True,|adórendszeren|,|adórendszeren|
True,|keresztül|,|keresztül|
True,|is|,|is|
True,|kiemelten|,|kiemelten|
True,|támogatjuk|,|támogatjuk|
True,|.|,|.|
True,|A|,|A|
True,|családi|,|családi|
True,|típusú|,|típusú|
True,|adózásnak|,|adózásnak|
True,|köszönhetően|,|köszönhetően|
True,|egy|,|egy|
True,|háromgyermekes|,|háromgyermekes|
True,"|,|","|,|"
True,|átlagos|,|átlagos|
True,|jövedelmű|,|jövedelmű|
True,|család|,|család|
True,|lényegében|,|lényegében|
True,|nem|,|nem|
True,|fizet|,|fizet|
True,|személyi|,|személyi|
True,|jövedelemadót|,|jövedelemadót|
True,"|,|","|,|"
True,|a|,|a|
True,|négygyermekes|,|négygyermekes|
True,|édesanyák|,|édesanyák|
True,|számára|,|számára|
True,|élethossziglani|,|élethossziglani|
True,|szja-mentességet|,|szja-mentességet|
True,|biztosítunk|,|biztosítunk|
True,"|,|","|,|"
True,|2022.|,|2022.|
True,|január|,|január|
True,|1-jétől|,|1-jétől|
True,|pedig|,|pedig|
True,|a|,|a|
True,|25|,|25|
True,|év|,|év|
True,|alatti|,|alatti|
True,|fiatalok|,|fiatalok|
True,|is|,|is|
True,|mentesülnek|,|mentesülnek|
True,|a|,|a|
True,|személyi|,|személyi|
True,|jövedelemadó|,|jövedelemadó|
True,|megfizetése|,|megfizetése|
True,|alól|,|alól|
True,|.|,|.|
True,|A|,|A|
True,|költségvetés|,|költségvetés|
True,|jövőre|,|jövőre|
True,|több|,|több|
True,|mint|,|mint|
True,|495|,|495|
True,|milliárd|,|milliárd|
True,|forintot|,|forintot|
True,|biztosít|,|biztosít|
True,|a|,|a|
True,|lakástámogatások|,|lakástámogatások|
True,|folytatására|,|folytatására|
True,|.|,|.|
True,|Jövőre|,|Jövőre|
True,|tovább|,|tovább|
True,|nő|,|nő|
True,|a|,|a|
True,|gyermekétkeztetésre|,|gyermekétkeztetésre|
True,|fordítható|,|fordítható|
True,|támogatás|,|támogatás|
True,|mértéke|,|mértéke|
True,|.|,|.|
True,|2023-ban|,|2023-ban|
True,|már|,|már|
True,|mintegy|,|mintegy|
True,|100|,|100|
True,|milliárd|,|milliárd|
True,|forint|,|forint|
True,|áll|,|áll|
True,|rendelkezésre|,|rendelkezésre|
True,|erre|,|erre|
True,|a|,|a|
True,|célra|,|célra|
True,"|,|","|,|"
True,|ez|,|ez|
True,|mintegy|,|mintegy|
True,|70|,|70|
True,|milliárd|,|milliárd|
True,|forinttal|,|forinttal|
True,|több|,|több|
True,"|,|","|,|"
True,|mint|,|mint|
True,|2010-ben|,|2010-ben|
True,|.|,|.|
True,|A|,|A|
True,|tankönyvellátás|,|tankönyvellátás|
True,|ingyenessége|,|ingyenessége|
True,|teljes|,|teljes|
True,|körűvé|,|körűvé|
True,|vált|,|vált|
True,|a|,|a|
True,|2020/21-es|,|2020/21-es|
True,|tanévtől|,|tanévtől|
True,"|,|","|,|"
True,|erre|,|erre|
True,|a|,|a|
True,|célra|,|célra|
True,|több|,|több|
True,|mint|,|mint|
True,|13|,|13|
True,|milliárd|,|milliárd|
True,|forintot|,|forintot|
True,|fordít|,|fordít|
True,|jövőre|,|jövőre|
True,|is|,|is|
True,|a|,|a|
True,|kormány|,|kormány|
True,|.|,|.|
True,|A|,|A|
True,|komplex|,|komplex|
True,|bölcsődefejlesztés|,|bölcsődefejlesztés|
True,|eredményeként|,|eredményeként|
True,|a|,|a|
True,|2022.|,|2022.|
True,|év|,|év|
True,|végére|,|végére|
True,|minimum|,|minimum|
True,|70|,|70|
True,|ezer|,|ezer|
True,|férőhely|,|férőhely|
True,|lesz|,|lesz|
True,|teljesen|,|teljesen|
True,|kész|,|kész|
True,|vagy|,|vagy|
True,|építés|,|építés|
True,|alatt|,|alatt|
True,|.|,|.|
True,|A|,|A|
True,|családbarát|,|családbarát|
True,|kormányzásnak|,|kormányzásnak|
True,|hála|,|hála|
True,"|,|","|,|"
True,|2010|,|2010|
True,|óta|,|óta|
True,|Európában|,|Európában|
True,|nálunk|,|nálunk|
True,|nőtt|,|nőtt|
True,|a|,|a|
True,|legjobban|,|legjobban|
True,|a|,|a|
True,|gyermekvállalási|,|gyermekvállalási|
True,|kedvet|,|kedvet|
True,|mutató|,|mutató|
True,|termékenységi|,|termékenységi|
True,|ráta|,|ráta|
True,"|,|","|,|"
True,|nálunk|,|nálunk|
True,|nőtt|,|nőtt|
True,|a|,|a|
True,|legjobban|,|legjobban|
True,|a|,|a|
True,|házasságkötések|,|házasságkötések|
True,|száma|,|száma|
True,|az|,|az|
True,|Európai|,|Európai|
True,|Unióban|,|Unióban|
True,|;|,|;|
True,|utoljára|,|utoljára|
True,|1986-ban|,|1986-ban|
True,|kötöttek|,|kötöttek|
True,|több|,|több|
True,|házasságot|,|házasságot|
True,"|,|","|,|"
True,|mint|,|mint|
True,|2020-ban|,|2020-ban|
True,|.|,|.|
True,|2010-2020|,|2010-2020|
True,|között|,|között|
True,|megduplázódott|,|megduplázódott|
True,|a|,|a|
True,|házasságkötések|,|házasságkötések|
True,|száma|,|száma|
True,|.|,|.|
True,|Egyre|,|Egyre|
True,|több|,|több|
True,|gyermek|,|gyermek|
True,|születik|,|születik|
True,|házasságban|,|házasságban|
True,"|,|","|,|"
True,|és|,|és|
True,|egyre|,|egyre|
True,|többen|,|többen|
True,|döntenek|,|döntenek|
True,|a|,|a|
True,|nagycsaládos|,|nagycsaládos|
True,|életmód|,|életmód|
True,|mellett|,|mellett|
True,|.|,|.|
True,|Hat|,|Hat|
True,|évtizedes|,|évtizedes|
True,|mélyponton|,|mélyponton|
True,|van|,|van|
True,|a|,|a|
True,|válások|,|válások|
True,|száma|,|száma|
True,"|,|","|,|"
True,|egyre|,|egyre|
True,|kevesebb|,|kevesebb|
True,|az|,|az|
True,|olyan|,|olyan|
True,|típusú|,|típusú|
True,|válás|,|válás|
True,"|,|","|,|"
True,|ahol|,|ahol|
True,|kisgyermek|,|kisgyermek|
True,|is|,|is|
True,|van|,|van|
True,|a|,|a|
True,|családban|,|családban|
True,|.|,|.|
True,|Munkánknak|,|Munkánknak|
True,|azonban|,|azonban|
True,|közel|,|közel|
True,|sincs|,|sincs|
True,|vége|,|vége|
True,|.|,|.|
True,|Azért|,|Azért|
True,|fogunk|,|fogunk|
True,|dolgozni|,|dolgozni|
True,|a|,|a|
True,|jövőben|,|jövőben|
True,|is|,|is|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|meglévő|,|meglévő|
True,|családtámogatásokat|,|családtámogatásokat|
True,|megtartva|,|megtartva|
True,"|,|","|,|"
True,|az|,|az|
True,|elérhető|,|elérhető|
True,|lehetőségeket|,|lehetőségeket|
True,|bővítve|,|bővítve|
True,|olyan|,|olyan|
True,|komplex|,|komplex|
True,|családtámogatási|,|családtámogatási|
True,|rendszert|,|rendszert|
True,|működtessünk|,|működtessünk|
True,"|,|","|,|"
True,|amely|,|amely|
True,|példát|,|példát|
True,|és|,|és|
True,|irányt|,|irányt|
True,|mutathat|,|mutathat|
True,|egész|,|egész|
True,|Európában|,|Európában|
True,|.|,|.|
True,|Mi|,|Mi|
True,|ugyanis|,|ugyanis|
True,|abban|,|abban|
True,|hiszünk|,|hiszünk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|magyar|,|magyar|
True,|jövő|,|jövő|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családokban|,|családokban|
True,|van|,|van|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|a|,|a|
True,|figyelmet|,|figyelmet|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypárti|,|kormánypárti|
False,|oldalon|,|oldalon.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,"|,|","|,|"
True,|Vitályos|,|Vitályos|
True,|Eszter|,|Eszter|
True,|államtitkár|,|államtitkár|
True,|asszony|,|asszony|
True,|.|,|.|
True,|Megkérdezem|,|Megkérdezem|
True,|frakcióvezető|,|frakcióvezető|
True,|urat|,|urat|
True,"|,|","|,|"
True,|elfogadjae|,|elfogadjae|
True,|az|,|az|
True,|államtitkár|,|államtitkár|
True,|asszony|,|asszony|
True,|válaszát|,|válaszát|
True,|.|,|.|
True,|DR.|,|DR.|
True,|SIMICSKÓ|,|SIMICSKÓ|
True,|ISTVÁN|,|ISTVÁN|
True,|(|,|(|
True,|KDNP|,|KDNP|
True,|):|,|):|
True,|Igen|,|Igen|
True,"|,|","|,|"
True,|tisztelt|,|tisztelt|
True,|elnök|,|elnök|
True,|úr|,|úr|
True,"|,|","|,|"
True,|elfogadom|,|elfogadom|
True,|.|,|.|
True,|Megnyugtató|,|Megnyugtató|
True,|volt|,|volt|
True,|hallani|,|hallani|
True,|államtitkár|,|államtitkár|
True,|asszony|,|asszony|
True,|szavait|,|szavait|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|kormány|,|kormány|
True,|továbbra|,|továbbra|
True,|is|,|is|
True,|prioritásként|,|prioritásként|
True,|kezeli|,|kezeli|
True,|a|,|a|
True,|családok|,|családok|
True,|támogatását|,|támogatását|
True,"|,|","|,|"
True,|a|,|a|
True,|gyermekvállalás|,|gyermekvállalás|
True,|ösztönzését|,|ösztönzését|
True,"|,|","|,|"
True,|és|,|és|
True,|valóban|,|valóban|
True,|a|,|a|
True,|jövőt|,|jövőt|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családokban|,|családokban|
True,|látja|,|látja|
True,|.|,|.|
True,|Számunkra|,|Számunkra|
True,|ez|,|ez|
True,|kiemelkedően|,|kiemelkedően|
True,|fontos|,|fontos|
True,"|,|","|,|"
True,|és|,|és|
True,|én|,|én|
True,|azt|,|azt|
True,|hiszem|,|hiszem|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családok|,|családok|
True,|ezt|,|ezt|
True,|érzékelik|,|érzékelik|
True,|.|,|.|
True,|Egyre|,|Egyre|
True,|többen|,|többen|
True,|látják|,|látják|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|nehéz|,|nehéz|
True,|időszakban|,|időszakban|
True,|csak|,|csak|
True,|és|,|és|
True,|kizárólag|,|kizárólag|
True,|a|,|a|
True,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
True,|és|,|és|
True,|az|,|az|
True,|ő|,|ő|
True,|családpolitikájára|,|családpolitikájára|
True,|támaszkodhatnak|,|támaszkodhatnak|
True,"|,|","|,|"
True,|és|,|és|
True,|segítséget|,|segítséget|
True,|nyújt|,|nyújt|
True,|a|,|a|
True,|kormány|,|kormány|
True,|minden|,|minden|
True,|magyar|,|magyar|
True,|családnak|,|családnak|
True,|.|,|.|
True,|Én|,|Én|
True,|örülök|,|örülök|
True,|annak|,|annak|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ilyen|,|ilyen|
True,|háborús|,|háborús|
True,|időszakban|,|időszakban|
True,|is|,|is|
True,|ennek|,|ennek|
True,|az|,|az|
True,|elhúzódó|,|elhúzódó|
True,|háborúnak|,|háborúnak|
True,|a|,|a|
True,|káros|,|káros|
True,|hatásait|,|hatásait|
True,|próbálja|,|próbálja|
True,|egyrészt|,|egyrészt|
True,|a|,|a|
True,|Rezsivédelmi|,|Rezsivédelmi|
True,|Alappal|,|Alappal|
True,"|,|","|,|"
True,|másrészt|,|másrészt|
True,|a|,|a|
True,|Honvédelmi|,|Honvédelmi|
True,|Alappal|,|Alappal|
True,|kezelni|,|kezelni|
True,|a|,|a|
True,|kormány|,|kormány|
True,"|,|","|,|"
True,|és|,|és|
True,|ugyanakkor|,|ugyanakkor|
True,|pedig|,|pedig|
True,|növekvő|,|növekvő|
True,|családtámogatásra|,|családtámogatásra|
True,|tekinthetünk|,|tekinthetünk|
True,|a|,|a|
True,|jövő|,|jövő|
True,|év|,|év|
True,|vonatkozásában|,|vonatkozásában|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|megnyugtató|,|megnyugtató|
True,|válaszát|,|válaszát|
